imo,nombre_barco,latitud,longitud,informacion_completa
9317858,MTM WESTPORT,"36 N,",5 W,"MTM WESTPORT last position is 36 N, 5 W heading to Port Said with speed of 13.1 knots. TRACK ON MAP..."
